plot	feature	tissue	feature_ID	non_redundant_feature_ID	platform	training_q	female_1w	female_2w	female_4w	female_8w	male_1w	male_2w	male_4w	male_8w		
	METAB;PLASMA;LPC(19:1/0:0)_and_LPC(0:0/19:1)_feature1and2	PLASMA	LPC(19:1/0:0)_and_LPC(0:0/19:1)_feature1and2	NA	metab-u-lrppos	3.88E-03	1.39705	2.09664	3.19595	2.01217	1.83922	3.47113	0.13269	3.84594		
	METAB;HIPPOC;LPC(20:0)	HIPPOC	LPC(20:0)	NA	metab-u-rppos	5.38E-03	-3.53113	-4.34513	-1.98101	-1.83277	-0.37493	-2.30783	1.52743	0.00064		
	METAB;LUNG;LPC(20:0)	LUNG	LPC(20:0)	NA	metab-u-rppos	1.13E-05	-1.26522	-1.41869	-1.94375	3.38577	-3.86543	-2.75774	-1.1895	2.3797		
	METAB;WAT-SC;LPC(20:0/0:0)_and_LPC(0:0/20:0)_feature1and2	WAT-SC	LPC(20:0/0:0)_and_LPC(0:0/20:0)_feature1and2	NA	metab-u-lrppos	3.74E-04	2.33401	3.35986	0.45642	2.00933	2.07251	3.1877	3.488	5.91677		
	METAB;WAT-SC;LPC(20:1)>LPC(20:1/0:0)_and_LPC(0:0/20:1)_feature1and2	WAT-SC	LPC(20:1)>LPC(20:1/0:0)_and_LPC(0:0/20:1)_feature1and2	NA	metab-u-lrppos	4.71E-05	2.23109	3.09912	0.53934	2.1992	3.79639	3.94338	3.73517	7.67928		
	METAB;HEART;LPC(20:1)>LPC(20:1/0:0)_feature2	HEART	LPC(20:1)>LPC(20:1/0:0)_feature2	NA	metab-u-lrppos	6.81E-03	-1.13401	-0.24464	1.55247	1.87147	1.64547	2.24807	3.1796	4.47163		
	METAB;WAT-SC;LPC(20:1/0:0)_and_LPC(0:0/20:1)_feature3	WAT-SC	LPC(20:1/0:0)_and_LPC(0:0/20:1)_feature3	NA	metab-u-lrppos	2.39E-03	-1.57319	-2.24535	-0.08284	-4.44762	1.17035	0.59228	1.20095	-1.99064		
	METAB;WAT-SC;LPC(20:3)	WAT-SC	LPC(20:3)	NA	meta-reg	2.91E-02	1.49515	1.87354	1.84743	-1.70816	1.72666	0.6826	1.54678	-1.71769		
	METAB;HIPPOC;LPC(20:3)_a_b	HIPPOC	LPC(20:3)_a_b	NA	metab-u-rppos	7.73E-03	1.26261	0.23752	1.04669	1.365	4.61931	4.37288	4.35996	1.53704		
	METAB;HIPPOC;LPC(20:3)_b	HIPPOC	LPC(20:3)_b	NA	metab-u-rppos	3.02E-02	1.34984	0.3324	1.10536	1.42706	4.13717	3.91754	3.87003	1.46634		
	METAB;LUNG;LPC(20:3)_b	LUNG	LPC(20:3)_b	NA	metab-u-rppos	4.27E-02	-1.23071	-0.95934	-2.15065	0.26432	-2.908	-2.56882	-1.80826	0.30216		
	METAB;PLASMA;LPC(20:3)_feature1and2	PLASMA	LPC(20:3)_feature1and2	NA	metab-u-lrppos	2.70E-05	-2.28131	-1.16713	2.11234	2.70791	1.02793	1.6154	2.19144	5.36354		
	METAB;PLASMA;LPC(20:3)_feature2	PLASMA	LPC(20:3)_feature2	NA	metab-u-lrpneg	4.52E-04	-2.25737	-1.97636	0.63419	3.09404	0.76365	0.35732	1.36763	3.18734		
X	METAB;LIVER;LPC(20:4)	LIVER	LPC(20:4)	NA	meta-reg	1.17E-71	0.1625	1.28871	-0.05522	0.42178	-2.1838	-2.3121	-3.50807	-1.1009		
	METAB;LIVER;LPC(20:4)>LPC(20:4/0:0)_and_LPC(0:0/20:4)_M+H2CO2_feature1and2	LIVER	LPC(20:4)>LPC(20:4/0:0)_and_LPC(0:0/20:4)_M+H2CO2_feature1and2	NA	metab-u-lrpneg	5.31E-03	-0.30353	2.64966	-0.81947	-0.09852	-1.69313	0.91286	-3.05251	-2.06069		
	METAB;BAT;LPC(20:4)>LPC(20:4/0:0)_and_LPC(0:0/20:4)_feature1and2	BAT	LPC(20:4)>LPC(20:4/0:0)_and_LPC(0:0/20:4)_feature1and2	NA	metab-u-lrppos	4.14E-02	-1.77541	-0.27977	-2.13332	-2.29789	-1.54879	1.04047	-2.22476	-0.66788		
	METAB;LIVER;LPC(20:4)>LPC(20:4/0:0)_and_LPC(0:0/20:4)_feature1and2	LIVER	LPC(20:4)>LPC(20:4/0:0)_and_LPC(0:0/20:4)_feature1and2	NA	metab-u-lrppos	3.75E-02	-0.55712	1.37483	-0.23934	0.12097	-2.35925	0.32188	-3.35286	-0.43071		
	METAB;WAT-SC;LPC(20:4)>LPC(20:4/0:0)_and_LPC(0:0/20:4)_feature1and2	WAT-SC	LPC(20:4)>LPC(20:4/0:0)_and_LPC(0:0/20:4)_feature1and2	NA	metab-u-lrppos	3.90E-02	2.04323	3.14679	0.24204	1.45735	1.17616	1.04633	0.11876	2.85949		
	METAB;PLASMA;LPC(20:4)_a_b	PLASMA	LPC(20:4)_a_b	NA	metab-u-rppos	2.35E-02	1.74411	1.44364	-0.14666	-1.20849	-0.75061	1.37349	0.13151	-2.40973		
	METAB;PLASMA;LPC(20:4)_feature2	PLASMA	LPC(20:4)_feature2	NA	metab-u-lrpneg	2.12E-03	2.39365	3.68574	1.28945	0.16412	2.79731	2.97865	1.29611	-0.47167		
	METAB;BAT;LPC(20:4)_rp_a_b	BAT	LPC(20:4)_rp_a_b	NA	metab-u-rppos	3.08E-02	-0.85873	0.7938	-1.75686	-1.65595	-0.04484	1.69905	-0.79796	-2.11196		
	METAB;PLASMA;LPC(20:4/0:0)_feature2	PLASMA	LPC(20:4/0:0)_feature2	NA	metab-u-lrppos	1.03E-02	1.75533	2.90164	1.96141	-0.38387	0.17906	3.1906	-0.00132	0.8327		
	METAB;PLASMA;metab-u-lrpneg:LPC(20:5)_feature1and2	PLASMA	LPC(20:5)_feature1and2	metab-u-lrpneg:LPC(20:5)_feature1and2	metab-u-lrpneg	2.33E-05	-3.60021	-4.26198	-0.18021	2.60107	0.7916	-0.05258	2.79605	2.30899		
	METAB;PLASMA;metab-u-lrppos:LPC(20:5)_feature1and2	PLASMA	LPC(20:5)_feature1and2	metab-u-lrppos:LPC(20:5)_feature1and2	metab-u-lrppos	5.55E-04	-2.86826	-3.56127	-0.08743	0.60172	0.5354	-0.04112	3.27054	2.52308		
	METAB;LIVER;LPC(22:0)>LPC(22:0/0:0)_and_LPC(0:0/22:0)_feature1and2	LIVER	LPC(22:0)>LPC(22:0/0:0)_and_LPC(0:0/22:0)_feature1and2	NA	metab-u-lrppos	1.24E-02	-0.58794	-0.56043	1.6514	-0.06598	0.76235	1.8908	1.21444	4.72598		
	METAB;HEART;LPC(22:0)>LPC(22:0/0:0)_feature2	HEART	LPC(22:0)>LPC(22:0/0:0)_feature2	NA	metab-u-lrppos	2.64E-02	0.00703	-0.34157	1.22645	0.26962	-0.51941	0.60615	2.39343	3.81021		
	METAB;PLASMA;LPC(22:0/0:0)_feature1and2	PLASMA	LPC(22:0/0:0)_feature1and2	NA	metab-u-lrppos	2.81E-02	0.15165	1.98828	2.49092	-0.89109	1.90001	1.99822	0.04895	1.80805		
	METAB;PLASMA;LPC(22:1/0:0)_and_LPC(0:0/22:1)_feature1and2	PLASMA	LPC(22:1/0:0)_and_LPC(0:0/22:1)_feature1and2	NA	metab-u-lrppos	4.65E-02	0.63041	1.94464	1.59104	-0.68582	2.89202	3.01434	0.77814	2.06594		
	METAB;PLASMA;LPC(22:4)_feature1and2	PLASMA	LPC(22:4)_feature1and2	NA	metab-u-lrppos	1.57E-03	0.8701	3.04627	1.83084	1.10641	0.44036	1.80816	-3.48258	0.97881		
	METAB;PLASMA;LPC(22:6)_feature2	PLASMA	LPC(22:6)_feature2	NA	metab-u-lrpneg	1.78E-02	-0.67495	0.50465	0.11628	-1.25462	2.41075	2.3669	1.37687	-1.95457		
	METAB;PLASMA;LPC(22:6/0:0)_and_LPC(0:0/22:6)_feature1and2	PLASMA	LPC(22:6/0:0)_and_LPC(0:0/22:6)_feature1and2	NA	metab-u-lrppos	1.70E-02	0.39518	1.19336	1.92179	-0.41706	2.58671	4.22794	2.06122	0.82128		
	METAB;PLASMA;LPC(23:0/0:0)_feature2	PLASMA	LPC(23:0/0:0)_feature2	NA	metab-u-lrppos	1.57E-02	1.90747	2.95922	2.41498	-0.02037	0.45566	1.05284	-0.63404	2.65034		
	METAB;HEART;LPC(24:0)>LPC(24:0/0:0)_feature2	HEART	LPC(24:0)>LPC(24:0/0:0)_feature2	NA	metab-u-lrppos	2.42E-02	-0.11436	0.75212	1.19155	-0.02387	-0.10989	1.08464	2.9563	4.06203		
	METAB;LIVER;LPC(24:0)>LPC(24:0/0:0)_feature2	LIVER	LPC(24:0)>LPC(24:0/0:0)_feature2	NA	metab-u-lrppos	3.34E-02	-0.3101	-0.23553	0.91849	0.19981	1.12585	1.66201	1.25018	4.74793		
	METAB;PLASMA;LPC(24:0/0:0)_feature2	PLASMA	LPC(24:0/0:0)_feature2	NA	metab-u-lrppos	3.63E-02	0.83251	1.64121	1.48698	-1.06672	0.70489	1.35303	-1.59283	1.59485		
	METAB;PLASMA;LPC(24:1/0:0)_feature1and2	PLASMA	LPC(24:1/0:0)_feature1and2	NA	metab-u-lrppos	4.72E-02	1.40022	2.62098	1.98501	0.59353	2.95481	2.85077	0.98953	2.2171		
	METAB;LUNG;LPC(26:0)>LPC(26:0/0:0)_and_LPC(0:0/26:0)_feature1and2	LUNG	LPC(26:0)>LPC(26:0/0:0)_and_LPC(0:0/26:0)_feature1and2	NA	metab-u-lrppos	3.02E-02	-0.65325	-0.29106	-0.92602	1.76535	-0.87689	0.05884	2.1384	2.49208		
	METAB;LIVER;metab-u-lrppos:LPE(16:0)>LPE(16:0/0:0)_and_LPE(0:0/16:0)_feature1and2	LIVER	LPE(16:0)>LPE(16:0/0:0)_and_LPE(0:0/16:0)_feature1and2	metab-u-lrppos:LPE(16:0)>LPE(16:0/0:0)_and_LPE(0:0/16:0)_feature1and2	metab-u-lrppos	1.50E-02	-1.39637	-0.25239	-0.29215	0.01098	-1.80572	0.7423	-1.58947	2.93176		
	METAB;HEART;metab-u-lrppos:LPE(16:0)>LPE(16:0/0:0)_feature2	HEART	LPE(16:0)>LPE(16:0/0:0)_feature2	metab-u-lrppos:LPE(16:0)>LPE(16:0/0:0)_feature2	metab-u-lrppos	1.33E-02	-0.97359	-0.54921	1.16021	0.67948	-0.7445	0.64959	0.88588	4.05101		
	METAB;PLASMA;LPE(16:0/0:0)_feature1and2	PLASMA	LPE(16:0/0:0)_feature1and2	NA	metab-u-lrppos	3.25E-02	2.00672	3.03057	2.03187	1.07127	0.506	2.01748	-0.51328	2.72374		
	METAB;LIVER;metab-u-lrpneg:LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	LIVER	LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	metab-u-lrpneg:LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	metab-u-lrpneg	2.94E-03	1.24819	3.17319	-1.44992	0.61317	0.2388	2.0198	-0.67649	2.59405		
	METAB;LIVER;metab-u-lrppos:LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	LIVER	LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	metab-u-lrppos:LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	metab-u-lrppos	8.33E-03	-0.03384	1.35617	-0.39904	0.24801	-0.80096	1.29056	-0.67499	4.15527		
	METAB;HEART;metab-u-lrppos:LPE(18:0)>LPE(18:0/0:0)_feature2	HEART	LPE(18:0)>LPE(18:0/0:0)_feature2	metab-u-lrppos:LPE(18:0)>LPE(18:0/0:0)_feature2	metab-u-lrppos	1.45E-02	-0.12284	0.24028	1.98982	1.20966	-0.2604	1.51595	1.52407	4.17399		
	METAB;SKM-GN;metab-u-lrppos:LPE(18:0)>LPE(18:0/0:0)_feature2	SKM-GN	LPE(18:0)>LPE(18:0/0:0)_feature2	metab-u-lrppos:LPE(18:0)>LPE(18:0/0:0)_feature2	metab-u-lrppos	4.55E-02	0.36865	1.4123	1.53289	1.29034	0.3056	1.29129	0.60815	3.98658		
	METAB;HIPPOC;LPE(18:0)_b	HIPPOC	LPE(18:0)_b	NA	metab-u-rppos	1.54E-03	3.74302	1.41595	1.74769	2.52837	1.51697	4.05178	4.70189	4.03943		
	METAB;LUNG;LPE(18:0)_b	LUNG	LPE(18:0)_b	NA	metab-u-rppos	9.89E-05	-1.04261	-1.84721	-1.73238	1.74187	-3.12678	-2.57511	0.16659	3.34892		
	METAB;PLASMA;LPE(18:0)_feature2	PLASMA	LPE(18:0)_feature2	NA	metab-u-lrpneg	2.98E-02	2.55603	2.44594	0.18632	0.55116	2.78168	1.7637	0.5698	2.86608		
	METAB;PLASMA;LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	PLASMA	LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	NA	metab-u-lrppos	7.46E-03	2.04241	2.42994	0.84418	-0.24874	1.96745	2.87822	-0.14051	3.38263		
	METAB;LIVER;LPE(18:1)>LPE(18:1/0:0)_and_LPE(0:0/18:1)_feature1and2	LIVER	LPE(18:1)>LPE(18:1/0:0)_and_LPE(0:0/18:1)_feature1and2	NA	metab-u-lrppos	4.66E-02	-1.74011	-1.07914	-0.57817	-0.1168	-2.43881	-0.45735	-2.2406	1.31618		
	METAB;PLASMA;LPE(18:1/0:0)_and_LPE(0:0/18:1)_feature1and2	PLASMA	LPE(18:1/0:0)_and_LPE(0:0/18:1)_feature1and2	NA	metab-u-lrppos	7.81E-04	-0.44048	0.16483	2.15354	1.15601	0.24676	2.44857	-1.3213	4.61013		
	METAB;KIDNEY;LPE(18:2)	KIDNEY	LPE(18:2)	NA	meta-reg	4.65E-02	0.88609	-2.87429	0.39948	1.51324	-0.04133	-1.01111	0.93355	2.4901		
	METAB;LUNG;LPE(18:2)_b	LUNG	LPE(18:2)_b	NA	metab-u-rppos	4.85E-04	-0.6019	-1.40335	0.28152	3.21087	-2.2801	-1.6909	0.36067	2.57475		
	METAB;SKM-GN;LPE(18:2)_b	SKM-GN	LPE(18:2)_b	NA	metab-u-rppos	1.83E-02	-0.35419	-0.84843	3.22715	2.07125	-0.91691	-0.39864	0.86811	1.19286		
	METAB;LUNG;LPE(20:0)>LPE(20:0/0:0)_feature2	LUNG	LPE(20:0)>LPE(20:0/0:0)_feature2	NA	metab-u-lrpneg	1.37E-02	-0.78861	2.50087	0.23674	-1.57258	2.35121	2.54452	2.17479	0.40382		
	METAB;PLASMA;LPE(20:0)_feature2	PLASMA	LPE(20:0)_feature2	NA	metab-u-lrpneg	4.69E-02	2.80757	3.21972	0.46001	0.35198	1.53147	0.94832	0.12043	-0.01991		
	METAB;HEART;LPE(20:0/0:0)_feature2	HEART	LPE(20:0/0:0)_feature2	NA	metab-u-lrpneg	8.88E-03	-0.39735	2.0258	0.87449	0.77557	1.33116	4.07244	1.31364	-0.8181		
	METAB;LIVER;LPE(20:4)>LPE(20:4/0:0)_and_LPE(0:0/20:4)_feature1and2	LIVER	LPE(20:4)>LPE(20:4/0:0)_and_LPE(0:0/20:4)_feature1and2	NA	metab-u-lrpneg	1.34E-02	-0.71821	2.96339	-2.13208	0.21834	0.07556	-1.54566	-0.99317	-0.52543		
	METAB;PLASMA;LPE(20:4)_feature2	PLASMA	LPE(20:4)_feature2	NA	metab-u-lrpneg	1.74E-02	3.03021	2.72998	0.02964	0.5235	2.20982	2.73847	1.93988	2.51085		
	METAB;PLASMA;LPE(O-15:0)_feature1	PLASMA	LPE(O-15:0)_feature1	NA	metab-u-lrpneg	1.27E-02	4.70546	4.38572	2.07756	1.91238	1.26355	0.45592	-0.11907	-0.25284		
	METAB;SKM-GN;LPE(O-15:0)_feature1	SKM-GN	LPE(O-15:0)_feature1	NA	metab-u-lrpneg	4.49E-02	-2.19557	-1.52591	-2.64704	-2.54535	3.17601	2.569	0.38757	1.41048		
	METAB;LUNG;LPE(O-18:2)_feature1	LUNG	LPE(O-18:2)_feature1	NA	metab-u-lrppos	5.45E-03	2.64091	-0.63773	-1.82529	0.35378	-2.414	-2.19353	-1.34583	0.64188		
	METAB;HEART;Lactic acid	HEART	Lactic acid	NA	meta-reg	1.56E-05	-4.16295	-4.3658	-2.2832	0.03702	-2.2784	-3.49995	-1.78029	0.06156		
	METAB;LIVER;Lactic acid	LIVER	Lactic acid	NA	meta-reg	5.45E-03	2.44628	0.45285	2.88864	2.89573	0.71243	1.42355	0.65603	1.01889		
	METAB;LIVER;Leu-Ile	LIVER	Leu-Ile	NA	metab-u-rppos	1.81E-03	0.16467	-1.1764	-1.30917	0.11524	-3.8463	-4.40469	-3.30231	0.59827		
	METAB;WAT-SC;Leu-Ile	WAT-SC	Leu-Ile	NA	metab-u-rppos	3.40E-02	-0.56826	0.30455	-0.67768	1.01952	-3.45962	-2.65751	-3.28127	-0.3213		
	METAB;BAT;Leu-Pro	BAT	Leu-Pro	NA	metab-u-rppos	1.92E-02	3.88382	3.56485	3.06165	2.29006	1.59665	1.54786	0.17033	-1.49651		
	METAB;HEART;Leucine	HEART	Leucine	NA	meta-reg	6.00E-04	0.24864	0.66392	-1.63885	1.53459	-2.52449	-2.30178	-2.16248	3.28207		
X	METAB;KIDNEY;Leucine	KIDNEY	Leucine	NA	meta-reg	0.00E+00	0.21964	-0.04121	0.31805	-0.27884	1.40604	0.45012	-0.23891	-0.37851		
X	METAB;LUNG;Leucine	LUNG	Leucine	NA	meta-reg	0.00E+00	0.32643	-0.70416	-0.12309	1.13383	-0.77649	-1.33724	0.61218	1.7687		
	METAB;WAT-SC;Leucine	WAT-SC	Leucine	NA	meta-reg	7.86E-03	0.0887	2.97395	0.54401	1.01216	0.90753	0.89	0.67309	3.63474		
	METAB;HIPPOC;Leucine/Isoleucine	HIPPOC	Leucine/Isoleucine	NA	meta-reg	8.27E-05	0.46242	1.24583	-1.00337	-0.01301	-3.102	-3.7141	-3.00193	2.31104		
	METAB;WAT-SC;Leucine/Isoleucine	WAT-SC	Leucine/Isoleucine	NA	meta-reg	3.02E-03	0.74902	2.53599	1.12117	1.07101	1.30411	2.02602	1.27262	3.43172		
	METAB;BAT;Linoleoyl-EA	BAT	Linoleoyl-EA	NA	meta-reg	4.53E-02	0.39224	0.49119	-0.12921	-1.84466	2.05713	2.48355	1.88667	-0.73933		
X	METAB;HEART;Lysine	HEART	Lysine	NA	meta-reg	8.16E-33	3.97821	7.42288	3.69422	4.81759	1.18197	2.25176	3.3482	7.59406		
	METAB;LUNG;Lysine	LUNG	Lysine	NA	meta-reg	3.59E-02	1.73624	1.70167	0.42123	0.73459	0.89397	0.54001	1.35305	2.88721		
	METAB;SKM-GN;Lysine	SKM-GN	Lysine	NA	meta-reg	1.13E-03	3.65154	4.39394	-0.02358	0.37074	0.27871	0.79562	1.4624	0.9375		
	METAB;WAT-SC;Lysine	WAT-SC	Lysine	NA	meta-reg	8.19E-07	2.65898	5.23949	1.03322	1.22282	1.16754	0.2535	1.04521	3.58762		
	METAB;HEART;MG(14:0)_rp_a	HEART	MG(14:0)_rp_a	NA	metab-u-rppos	5.35E-05	-3.88155	-2.78595	0.26417	-1.57347	4.36505	0.63845	4.34444	0.46976		
	METAB;LIVER;MG(14:0_0:0_0:0)	LIVER	MG(14:0_0:0_0:0)	NA	metab-u-rppos	1.00E-02	1.60757	3.19689	-0.4129	0.63455	-1.46201	-2.132	-2.38965	0.80832		
	METAB;HEART;MG(16:0)	HEART	MG(16:0)	NA	metab-u-rppos	6.98E-04	-2.97553	-4.25788	-0.63287	-2.10684	2.37768	-0.52037	2.94805	-0.73333		
	METAB;WAT-SC;MG(16:0)	WAT-SC	MG(16:0)	NA	metab-u-rppos	2.25E-03	1.36114	1.81742	-0.36749	-0.18402	3.76325	3.5218	2.57521	-0.87173		
	METAB;PLASMA;MG(18:1)_a_b	PLASMA	MG(18:1)_a_b	NA	metab-u-rppos	8.81E-03	-2.87209	-2.9929	-4.15052	-1.79294	-2.9947	-3.29398	-2.00847	-2.22095		
	METAB;PLASMA;MG(18:1)_b	PLASMA	MG(18:1)_b	NA	metab-u-rppos	6.61E-03	-2.87209	-2.9929	-4.15052	-1.79294	-2.9947	-3.29398	-2.00847	-2.22095		
	METAB;BAT;MG(18:1)_rp_a_b	BAT	MG(18:1)_rp_a_b	NA	metab-u-rppos	3.63E-03	1.61819	0.57349	2.20667	1.36553	-0.76549	-1.00296	-1.31985	4.31419		
	METAB;HEART;MG(18:1)_rp_a_b	HEART	MG(18:1)_rp_a_b	NA	metab-u-rppos	8.44E-05	-0.94333	-1.90602	2.53831	-0.82217	3.72852	1.27642	4.18552	-0.35907		
	METAB;BAT;MG(18:1)_rp_b	BAT	MG(18:1)_rp_b	NA	metab-u-rppos	1.95E-03	1.25535	-0.03619	1.9512	1.26027	-1.20404	-1.27258	-1.61742	4.31982		
	METAB;HEART;MG(18:1)_rp_b	HEART	MG(18:1)_rp_b	NA	metab-u-rppos	5.83E-04	-0.8355	-1.8305	2.24737	-0.71948	3.24992	1.0939	3.88868	-0.26807		
	METAB;LIVER;MG(18:1_0:0_0:0)	LIVER	MG(18:1_0:0_0:0)	NA	metab-u-rppos	2.35E-04	0.6647	1.04161	-1.29998	0.00205	-4.95388	-4.93728	-5.53612	-0.63046		
	METAB;HEART;Malic acid	HEART	Malic acid	NA	meta-reg	3.09E-05	-1.87105	-1.3486	-3.91407	-0.77609	-2.97579	-1.37717	-2.81797	-1.87854		
	METAB;LIVER;Malic acid	LIVER	Malic acid	NA	meta-reg	4.61E-02	0.62688	-0.15221	-0.1759	-0.56211	1.44554	3.29972	2.36235	1.25053		
	METAB;PLASMA;Malic acid	PLASMA	Malic acid	NA	meta-reg	2.31E-08	-3.92867	-2.7783	-3.28927	-0.87538	-2.6386	-2.12995	-3.47779	-1.89077		
	METAB;HEART;Methionine	HEART	Methionine	NA	meta-reg	2.40E-03	-0.17063	1.74925	1.43801	2.52477	-0.19818	-0.0816	0.37811	3.5315		
	METAB;LIVER;Methionine	LIVER	Methionine	NA	meta-reg	2.17E-03	0.06638	0.39932	-1.57479	-1.76939	-1.35708	-1.618	-1.65746	-2.03103		
	METAB;PLASMA;Methionine	PLASMA	Methionine	NA	meta-reg	3.02E-02	-0.28944	1.24256	0.30149	1.6689	0.51279	1.07773	2.29245	3.83681		
	METAB;SKM-GN;Methionine	SKM-GN	Methionine	NA	meta-reg	1.48E-02	-0.63694	1.93127	0.00287	1.1965	-1.12622	-0.33128	0.35409	4.15916		
	METAB;WAT-SC;Methionine	WAT-SC	Methionine	NA	meta-reg	1.76E-04	-1.01671	3.7231	2.10542	1.53562	0.54268	1.00989	-0.54347	3.74281		
	METAB;BAT;N-Acetylleucine	BAT	N-Acetylleucine	NA	meta-reg	1.41E-02	-1.0485	0.44297	-1.29536	1.27238	-0.43684	-1.96649	-2.54088	-2.87411		
	METAB;SKM-GN;N-Acetylleucine	SKM-GN	N-Acetylleucine	NA	meta-reg	3.20E-05	-3.0752	-3.22388	-2.62409	-0.13331	-1.02743	-3.87545	0.70255	-0.37799		
	METAB;HEART;N-Acetylphenylalanine	HEART	N-Acetylphenylalanine	NA	meta-reg	1.54E-02	1.13949	0.78145	0.52888	1.40314	-0.26443	-0.78134	-0.56833	0.54723		
	METAB;HIPPOC;N-Acetylphenylalanine	HIPPOC	N-Acetylphenylalanine	NA	meta-reg	2.56E-07	1.35292	1.28556	1.04384	0.19198	3.36322	2.00059	5.77041	1.98672		
	METAB;KIDNEY;N-Lauroylglycine	KIDNEY	N-Lauroylglycine	NA	meta-reg	1.89E-02	1.88194	1.09167	0.29769	1.60456	2.42421	2.41455	-1.11121	1.52319		
	METAB;BAT;N-acetyl-D-glucosamine-1-phosphate	BAT	N-acetyl-D-glucosamine-1-phosphate	NA	metab-u-ionpneg	1.76E-02	-3.2318	-2.59572	-0.95634	-2.06137	-2.15908	-2.66795	-2.66421	0.33219		
	METAB;HEART;N-acetylalanine	HEART	N-acetylalanine	NA	metab-u-hilicpos	1.93E-02	2.57241	0.92718	-1.61944	-1.05442	-1.08486	-0.91256	-2.78881	-0.59533		
	METAB;PLASMA;N-acetylalanine	PLASMA	N-acetylalanine	NA	metab-u-hilicpos	2.19E-02	0.4017	2.61485	-1.46675	0.63536	2.81827	1.7231	1.87723	0.7734		
	METAB;SPLEEN;N-acetylalanine	SPLEEN	N-acetylalanine	NA	metab-u-hilicpos	3.24E-02	0.41467	0.33153	-0.62587	0.76218	3.88539	1.65099	2.13045	-0.65574		
	METAB;HEART;N-acetylaspartate	HEART	N-acetylaspartate	NA	metab-u-hilicpos	8.63E-03	1.62894	-0.57136	-1.84835	0.73243	-1.50222	-1.30441	-1.35656	2.24734		
	METAB;PLASMA;N-acetylaspartate	PLASMA	N-acetylaspartate	NA	metab-u-hilicpos	2.09E-02	-3.20234	-1.54329	-0.12405	-0.24106	-2.09425	-2.67712	-0.24337	-2.03047		
	METAB;SPLEEN;N-acetylaspartate	SPLEEN	N-acetylaspartate	NA	metab-u-hilicpos	4.41E-02	-2.37502	-1.61078	0.38994	-1.25099	2.44957	1.58114	0.29689	-0.79441		
	METAB;TESTES;N-acetylaspartate	TESTES	N-acetylaspartate	NA	metab-u-hilicpos	2.32E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;LIVER;N-acetylgalactosamine	LIVER	N-acetylgalactosamine	NA	metab-u-hilicpos	4.72E-02	-0.23019	0.54328	-1.24266	-1.75451	-2.29287	-3.85161	-2.66645	-1.35006		
	METAB;PLASMA;N-acetylgalactosamine	PLASMA	N-acetylgalactosamine	NA	metab-u-hilicpos	3.10E-03	-1.79525	-1.82146	-1.01614	-2.16671	-4.14566	-4.8548	-1.08932	-3.72129		
	METAB;KIDNEY;N-acetylglutamine	KIDNEY	N-acetylglutamine	NA	metab-u-hilicpos	2.86E-02	0.87258	1.81232	0.10339	-1.43824	2.23941	2.04984	0.5496	-0.94399		
	METAB;OVARY;N-acetylglutamine	OVARY	N-acetylglutamine	NA	metab-u-hilicpos	4.62E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;SKM-VL;N-acetylhistamine	SKM-VL	N-acetylhistamine	NA	metab-u-hilicpos	4.77E-02	-1.80314	-1.06819	-0.56741	0.96889	0.87961	-1.04904	1.70295	2.44485		
	METAB;SPLEEN;N-acetylhistamine	SPLEEN	N-acetylhistamine	NA	metab-u-hilicpos	1.33E-02	-3.37745	0.12534	-0.34651	0.69761	-0.39812	-0.27357	2.23278	1.41372		
	METAB;WAT-SC;N-acetylhistamine	WAT-SC	N-acetylhistamine	NA	metab-u-hilicpos	2.07E-02	-1.28001	0.21466	1.42004	-0.48274	-3.76257	-2.49627	-2.72823	-0.36192		
	METAB;CORTEX;N-acetylhistidine	CORTEX	N-acetylhistidine	NA	metab-u-hilicpos	1.31E-02	2.84325	-2.58004	-0.40765	-1.06753	0.49432	0.61408	-0.69494	-0.39809		
	METAB;HYPOTH;N-acetylhistidine	HYPOTH	N-acetylhistidine	NA	metab-u-hilicpos	2.34E-03	1.11626	0.14706	3.20659	4.0308	-2.33588	-0.54478	0.32729	1.41084		
	METAB;KIDNEY;N-acetylhistidine	KIDNEY	N-acetylhistidine	NA	metab-u-hilicpos	3.61E-02	2.13284	0.4006	-0.9227	-1.65209	2.48716	-0.04209	0.84961	0.64913		
	METAB;LIVER;N-acetylhistidine	LIVER	N-acetylhistidine	NA	metab-u-hilicpos	1.38E-03	-2.50451	-3.89439	-0.8749	2.12017	0.53415	-0.44393	1.93296	0.45832		
